Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: _,Spreadsheet: ,Spreadsheet: Age,Spreadsheet: Gender,Spreadsheet: Handedness,Spreadsheet: Condition,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: Image,Spreadsheet: Item,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Number,Spreadsheet: Auxiliary,Spreadsheet: Answer,Spreadsheet: Text,Spreadsheet: English_Equivalent,Spreadsheet: Option1,Spreadsheet: Option2,Spreadsheet: Option3,Spreadsheet: Option4,Spreadsheet: Alternative,Spreadsheet: Blot,Spreadsheet: Dots,Spreadsheet: Option A,Spreadsheet: Option B,Spreadsheet: Wrong,Spreadsheet: Right,Spreadsheet: Reply,Spreadsheet: Answer A,Spreadsheet: Answer B,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
11,1702981030252,19/12/2023 10:17:10,1702981030252,0,19/12/2023 10:17:10,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Instructions,Instructions7,9ni7em,7,continue,,18392.899999994042,18387.5,18392.899999994042,18392.899999994042,18387.5,18392.899999994042,0,18392.899999994042,0,0,,Click To Continue,Continue Button,2,object-197,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1702981030255,19/12/2023 10:17:10,1702981030255,0,19/12/2023 10:17:10,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Instructions,Instructions7,9ni7em,7,response,Mad-Eye Moody,17295.9,18387.5,18395.799999999996,17295.9,18387.5,18395.799999999996,1,17295.9,1099.8999999999942,0,,Dropdown,Attention Check 7,4,object-199,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1702981037724,19/12/2023 10:17:17,1702981037724,0,19/12/2023 10:17:17,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Instructions,Instructions8,foqp6p,8,continue,,7477.899999994042,7470.9000000000015,7477.899999994042,7477.899999994042,7470.9000000000015,7477.899999994042,0,7477.899999994042,0,0,,Click To Continue,Continue Button,2,object-205,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1702981037724,19/12/2023 10:17:17,1702981037724,0,19/12/2023 10:17:17,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Instructions,Instructions8,foqp6p,8,response,Ton-Tongue Toffee,6620.9000000000015,7470.9000000000015,7478.499999988082,6620.9000000000015,7470.9000000000015,7478.499999988082,1,6620.9000000000015,857.5999999880805,0,,Dropdown,Attention Check 8,3,object-206,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1702981059923,19/12/2023 10:17:39,1702981059923,0,19/12/2023 10:17:39,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Instructions,Instructions9,q3gk2e,9,continue,,22199.900000000016,22191.500000000007,22199.900000000016,22199.900000000016,22191.500000000007,22199.900000000016,1,22199.900000000016,0,0,,Click To Continue,Continue Button,2,object-75,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1702981084443,19/12/2023 10:18:04,1702981084443,0,19/12/2023 10:18:04,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Instructions,Instructions10,gxa3vr,10,continue,,24533.199999999997,24524.899999999994,24533.199999999997,24533.199999999997,24524.899999999994,24533.199999999997,1,24533.199999999997,0,0,,Click To Continue,Continue Button,2,object-165,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1702981103033,19/12/2023 10:18:23,1702981103033,0,19/12/2023 10:18:23,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Training01,Training01A,34efq7,1,response,RON,16537.300000000003,18587.199999999997,18595.59999999999,16537.300000000003,18587.199999999997,18595.59999999999,0,16537.300000000003,2058.2999999999884,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
18,1702981105523,19/12/2023 10:18:25,1702981105523,0,19/12/2023 10:18:25,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Training01,Training01A,34efq7,1,response,RON,16537.300000000003,21083.20000000001,21089.59999999404,16537.300000000003,21083.20000000001,21089.59999999404,0,16537.300000000003,4552.299999994037,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
19,1702981106833,19/12/2023 10:18:26,1702981106833,0,19/12/2023 10:18:26,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Training01,Training01A,34efq7,1,response,RON,16537.300000000003,22391.5,22399.79999999999,16537.300000000003,22391.5,22399.79999999999,0,16537.300000000003,5862.499999999985,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
20,1702981106974,19/12/2023 10:18:26,1702981106974,0,19/12/2023 10:18:26,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Training01,Training01A,34efq7,1,response,RON,16537.300000000003,22533.100000000006,22540.69999998808,16537.300000000003,22533.100000000006,22540.69999998808,0,16537.300000000003,6003.399999988076,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
21,1702981108615,19/12/2023 10:18:28,1702981108615,0,19/12/2023 10:18:28,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Training01,Training01A,34efq7,1,response,RON,16537.300000000003,24174.79999999999,24181.29999998212,16537.300000000003,24174.79999999999,24181.29999998212,0,16537.300000000003,7643.999999982116,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
22,1702981108749,19/12/2023 10:18:28,1702981108749,0,19/12/2023 10:18:28,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Training01,Training01A,34efq7,1,response,RON,16537.300000000003,24308.100000000006,24315.79999998212,16537.300000000003,24308.100000000006,24315.79999998212,0,16537.300000000003,7778.499999982116,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
23,1702981111999,19/12/2023 10:18:31,1702981111999,0,19/12/2023 10:18:31,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Training01,Training01A,34efq7,1,response,HOAT,16537.300000000003,27557.899999999994,27565.59999999404,16537.300000000003,27557.899999999994,27565.59999999404,1,16537.300000000003,11028.299999994037,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
24,1702981116964,19/12/2023 10:18:36,1702981116964,0,19/12/2023 10:18:36,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Training01,Training01B,2yfdu9,2,response,,4967,4958.600000000006,4967,4967,4958.600000000006,4967,1,4967,0,0,,Click Response,Option A,4,object-245,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
25,1702981120872,19/12/2023 10:18:40,1702981120872,0,19/12/2023 10:18:40,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,1,Training01,Training01C,1ouhhw,3,continue,,3921.5999999940395,3916.399999999994,3921.5999999940395,3921.5999999940395,3916.399999999994,3921.5999999940395,1,3921.5999999940395,0,0,,Click To Continue,Continue Button,6,object-272,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
26,1702981130715,19/12/2023 10:18:50,1702981130715,0,19/12/2023 10:18:50,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,2,Training01,Training01A,34efq7,1,response,MELK,3466.899999999994,9841.600000000006,9848.999999976164,3466.899999999994,9841.600000000006,9848.999999976164,1,3466.899999999994,6382.09999997617,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,02,MHD_02,04_HUFFLEPUFF,,ASK,.png,04_HUFFLEPUFF_ASK.png,MELK,,,04_HUFFLEPUFF_MELK.png,MELK,,,,,,06_OPENSECRET_ASK.png,BLOT,06_OPENSECRET_BLOT.png,DAIN,MELK,MELK,DAIN,06_OPENSECRET_DAIN.png,DAIN,,,,,
27,1702981139574,19/12/2023 10:18:59,1702981139574,0,19/12/2023 10:18:59,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,2,Training01,Training01B,2yfdu9,2,response,,8862.600000000035,8854.200000000012,8862.600000000035,8862.600000000035,8854.200000000012,8862.600000000035,1,8862.600000000035,0,0,,Click Response,Option B,5,object-246,Training01,,1,_,,,,,MHD,02,MHD_02,04_HUFFLEPUFF,,ASK,.png,04_HUFFLEPUFF_ASK.png,MELK,,,04_HUFFLEPUFF_MELK.png,MELK,,,,,,06_OPENSECRET_ASK.png,BLOT,06_OPENSECRET_BLOT.png,DAIN,MELK,MELK,DAIN,06_OPENSECRET_DAIN.png,DAIN,,,,,
28,1702981144526,19/12/2023 10:19:04,1702981144526,0,19/12/2023 10:19:04,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,2,Training01,Training01C,1ouhhw,3,continue,,4962.6999999999825,4954.299999999988,4962.6999999999825,4962.6999999999825,4954.299999999988,4962.6999999999825,1,4962.6999999999825,0,0,,Click To Continue,Continue Button,6,object-272,Training01,,1,_,,,,,MHD,02,MHD_02,04_HUFFLEPUFF,,ASK,.png,04_HUFFLEPUFF_ASK.png,MELK,,,04_HUFFLEPUFF_MELK.png,MELK,,,,,,06_OPENSECRET_ASK.png,BLOT,06_OPENSECRET_BLOT.png,DAIN,MELK,MELK,DAIN,06_OPENSECRET_DAIN.png,DAIN,,,,,
29,1702981154968,19/12/2023 10:19:14,1702981154968,0,19/12/2023 10:19:14,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,3,Training01,Training01A,34efq7,1,response,DAIN,3674.899999999994,10445.700000000012,10451.59999999404,3674.899999999994,10445.700000000012,10451.59999999404,1,3674.899999999994,6776.699999994045,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,04,MHD_04,12_TOAD,,ASK,.png,12_TOAD_ASK.png,DAIN,,,12_TOAD_DAIN.png,DAIN,,,,,,10_TROLL_ASK.png,BLOT,10_TROLL_BLOT.png,DAIN,MELK,DAIN,MELK,10_TROLL_MELK.png,,MELK,,,,
30,1702981170534,19/12/2023 10:19:30,1702981170534,0,19/12/2023 10:19:30,157165,2,task-s443,,33775942,BLIND,9990914,,complete,,65816d623a1e5c2c765af5c4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1512x982,1480x713,,,0,Melk-Hoat-Dain A Training,5,,,2-3,,,,fail,Melk-Hoat-Dain Training,3,Training01,Training01B,2yfdu9,2,response,,15571.599999982107,15566.399999999994,15571.599999982107,15571.599999982107,15566.399999999994,15571.599999982107,1,15571.599999982107,0,0,,Click Response,Option A,4,object-245,Training01,,1,_,,,,,MHD,04,MHD_04,12_TOAD,,ASK,.png,12_TOAD_ASK.png,DAIN,,,12_TOAD_DAIN.png,DAIN,,,,,,10_TROLL_ASK.png,BLOT,10_TROLL_BLOT.png,DAIN,MELK,DAIN,MELK,10_TROLL_MELK.png,,MELK,,,,
