Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: _,Spreadsheet: ,Spreadsheet: Condition,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: Image,Spreadsheet: Item,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Correct,Spreadsheet: Wrong,Spreadsheet: Number,Spreadsheet: Blot,Spreadsheet: LeftOption,Spreadsheet: RightOption,Spreadsheet: ANSWER,Spreadsheet: Option B,Spreadsheet: Left Option,Spreadsheet: Option A,Spreadsheet: Right Option,Spreadsheet: Right,Spreadsheet: Incorrect,Manipulation: Spreadsheet,Store: correct,Store: total
11,1712309820310,05/04/2024 09:37:00,1712313420310,1,05/04/2024 11:37:00,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,5,Testing01,Testing,hvzr65,1,response,08_SLUGHORN_MELK.png,2031.0999999880805,2016.800000000003,2031.0999999880805,2031.0999999880805,2016.800000000003,2031.0999999880805,1,2031.0999999880805,0,0,,Click Response,RightOption,3,object-86,Testing01,1,_,,HDM,21,HDM_21,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,08_SLUGHORN_MELK.png,MELK,,,,,,HOAT,08_SLUGHORN_HOAT.png,MELK,08_SLUGHORN_MELK.png,HOAT,08_SLUGHORN_HOAT.png,,1,5
12,1712309822477,05/04/2024 09:37:02,1712313422477,1,05/04/2024 11:37:02,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,6,Testing01,Testing,hvzr65,1,response,12_TOAD_DAIN.png,2181.5999999999985,2166.699999999997,2181.5999999999985,2181.5999999999985,2166.699999999997,2181.5999999999985,0,2181.5999999999985,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,22,HDM_22,12_TOAD,,ASK,.png,12_TOAD_ASK.png,12_TOAD_HOAT.png,HOAT,,,,,,DAIN,12_TOAD_DAIN.png,HOAT,12_TOAD_HOAT.png,DAIN,12_TOAD_DAIN.png,,1,6
13,1712309828245,05/04/2024 09:37:08,1712313428245,1,05/04/2024 11:37:08,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,7,Testing01,Testing,hvzr65,1,response,10_TROLL_DAIN.png,2698.699999994038,2683.0999999999985,2698.699999994038,2698.699999994038,2683.0999999999985,2698.699999994038,1,2698.699999994038,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,28,HDM_28,10_TROLL,,ASK,.png,10_TROLL_ASK.png,10_TROLL_DAIN.png,DAIN,,,,,,MELK,10_TROLL_MELK.png,DAIN,10_TROLL_DAIN.png,MELK,10_TROLL_MELK.png,,2,7
14,1712309830377,05/04/2024 09:37:10,1712313430377,1,05/04/2024 11:37:10,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,8,Testing01,Testing,hvzr65,1,response,05_QUIRRELL_DAIN.png,2148.5999999940395,2133.9000000000015,2148.5999999940395,2148.5999999940395,2133.9000000000015,2148.5999999940395,0,2148.5999999940395,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,26,HDM_26,05_QUIRRELL,,ASK,.png,05_QUIRRELL_ASK.png,05_QUIRRELL_MELK.png,MELK,,,,,,MELK,05_QUIRRELL_MELK.png,DAIN,05_QUIRRELL_DAIN.png,DAIN,05_QUIRRELL_DAIN.png,,2,8
15,1712309832793,05/04/2024 09:37:12,1712313432793,1,05/04/2024 11:37:12,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,9,Testing01,Testing,hvzr65,1,response,09_WEDDING_DAIN.png,2430.7999999880776,2415.699999999997,2430.7999999880776,2430.7999999880776,2415.699999999997,2430.7999999880776,0,2430.7999999880776,0,0,,Click Response,LeftOption,4,object-85,Testing01,2,_,,HDM,27,HDM_27,09_WEDDING,,ASK,.png,09_WEDDING_ASK.png,09_WEDDING_HOAT.png,HOAT,,,,,,DAIN,09_WEDDING_DAIN.png,HOAT,09_WEDDING_HOAT.png,DAIN,09_WEDDING_DAIN.png,,2,9
16,1712309834944,05/04/2024 09:37:14,1712313434944,1,05/04/2024 11:37:14,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,10,Testing01,Testing,hvzr65,1,response,15_BATBOGEYHEX_HOAT.png,2165.4000000000015,2150.5999999999985,2165.4000000000015,2165.4000000000015,2150.5999999999985,2165.4000000000015,1,2165.4000000000015,0,0,,Click Response,LeftOption,4,object-85,Testing01,2,_,,HDM,29,HDM_29,15_BATBOGEYHEX,,ASK,.png,15_BATBOGEYHEX_ASK.png,15_BATBOGEYHEX_HOAT.png,HOAT,,,,,,HOAT,15_BATBOGEYHEX_HOAT.png,MELK,15_BATBOGEYHEX_MELK.png,MELK,15_BATBOGEYHEX_MELK.png,,3,10
17,1712309837727,05/04/2024 09:37:17,1712313437727,1,05/04/2024 11:37:17,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,11,Testing01,Testing,hvzr65,1,response,02_SNITCH_MELK.png,2797.699999976161,2783.9000000000087,2797.699999976161,2797.699999976161,2783.9000000000087,2797.699999976161,1,2797.699999976161,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,25,HDM_25,02_SNITCH,,ASK,.png,02_SNITCH_ASK.png,02_SNITCH_MELK.png,MELK,,,,,,HOAT,02_SNITCH_HOAT.png,MELK,02_SNITCH_MELK.png,HOAT,02_SNITCH_HOAT.png,,4,11
18,1712309840493,05/04/2024 09:37:20,1712313440493,1,05/04/2024 11:37:20,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,12,Testing01,Testing,hvzr65,1,response,16_PARSELTONGUE_DAIN.png,2780.9999999940337,2766.7999999999884,2780.9999999940337,2780.9999999940337,2766.7999999999884,2780.9999999940337,1,2780.9999999940337,0,0,,Click Response,LeftOption,4,object-85,Testing01,2,_,,HDM,30,HDM_30,16_PARSELTONGUE,,ASK,.png,16_PARSELTONGUE_ASK.png,16_PARSELTONGUE_DAIN.png,DAIN,,,,,,DAIN,16_PARSELTONGUE_DAIN.png,HOAT,16_PARSELTONGUE_HOAT.png,HOAT,16_PARSELTONGUE_HOAT.png,,5,12
19,1712309843178,05/04/2024 09:37:23,1712313443178,1,05/04/2024 11:37:23,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,13,Testing01,Testing,hvzr65,1,response,06_OPENSECRET_MELK.png,2698.8999999821244,2683.4000000000087,2698.8999999821244,2698.8999999821244,2683.4000000000087,2698.8999999821244,0,2698.8999999821244,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,32,HDM_32,06_OPENSECRET,,ASK,.png,06_OPENSECRET_ASK.png,06_OPENSECRET_HOAT.png,HOAT,,,,,,HOAT,06_OPENSECRET_HOAT.png,MELK,06_OPENSECRET_MELK.png,MELK,06_OPENSECRET_MELK.png,,5,13
20,1712309844660,05/04/2024 09:37:24,1712313444660,1,05/04/2024 11:37:24,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,14,Testing01,Testing,hvzr65,1,response,03_NAGINI_HOAT.png,1497.7999999940366,1482.699999999997,1497.7999999940366,1497.7999999940366,1482.699999999997,1497.7999999940366,1,1497.7999999940366,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,31,HDM_31,03_NAGINI,,ASK,.png,03_NAGINI_ASK.png,03_NAGINI_HOAT.png,HOAT,,,,,,DAIN,03_NAGINI_DAIN.png,HOAT,03_NAGINI_HOAT.png,DAIN,03_NAGINI_DAIN.png,,6,14
21,1712309846343,05/04/2024 09:37:26,1712313446343,1,05/04/2024 11:37:26,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,15,Testing01,Testing,hvzr65,1,response,11_WAND_HOAT.png,1697.8999999761581,1684.1000000000058,1697.8999999761581,1697.8999999761581,1684.1000000000058,1697.8999999761581,0,1697.8999999761581,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,34,HDM_34,11_WAND,,ASK,.png,11_WAND_ASK.png,11_WAND_MELK.png,MELK,,,,,,HOAT,11_WAND_HOAT.png,MELK,11_WAND_MELK.png,HOAT,11_WAND_HOAT.png,,6,15
22,1712309848261,05/04/2024 09:37:28,1712313448261,1,05/04/2024 11:37:28,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,16,Testing01,Testing,hvzr65,1,response,17_PETRIFIED_MELK.png,1931.3999999999942,1916.699999999997,1931.3999999999942,1931.3999999999942,1916.699999999997,1931.3999999999942,1,1931.3999999999942,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,36,HDM_36,17_PETRIFIED,,ASK,.png,17_PETRIFIED_ASK.png,17_PETRIFIED_MELK.png,MELK,,,,,,MELK,17_PETRIFIED_MELK.png,DAIN,17_PETRIFIED_DAIN.png,DAIN,17_PETRIFIED_DAIN.png,,7,16
23,1712309850111,05/04/2024 09:37:30,1712313450111,1,05/04/2024 11:37:30,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,17,Testing01,Testing,hvzr65,1,response,13_GRYFFINDOR_DAIN.png,1864.5999999761552,1850.0999999999913,1864.5999999761552,1864.5999999761552,1850.0999999999913,1864.5999999761552,1,1864.5999999761552,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,35,HDM_35,13_GRYFFINDOR,,ASK,.png,13_GRYFFINDOR_ASK.png,13_GRYFFINDOR_DAIN.png,DAIN,,,,,,DAIN,13_GRYFFINDOR_DAIN.png,HOAT,13_GRYFFINDOR_HOAT.png,HOAT,13_GRYFFINDOR_HOAT.png,,8,17
24,1712309851226,05/04/2024 09:37:31,1712313451226,1,05/04/2024 11:37:31,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,18,Testing01,Testing,hvzr65,1,response,07_RIDDLE_DAIN.png,1130.499999976164,1116.7000000000116,1130.499999976164,1130.499999976164,1116.7000000000116,1130.499999976164,1,1130.499999976164,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,33,HDM_33,07_RIDDLE,,ASK,.png,07_RIDDLE_ASK.png,07_RIDDLE_DAIN.png,DAIN,,,,,,MELK,07_RIDDLE_MELK.png,DAIN,07_RIDDLE_DAIN.png,MELK,07_RIDDLE_MELK.png,,9,18
25,1712309854763,05/04/2024 09:37:34,1712313454763,1,05/04/2024 11:37:34,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,Score,Screen 1,4n5b6s,1,continue,,3550.100000000006,3533.5,3550.100000000006,3550.100000000006,3533.5,3550.100000000006,1,3550.100000000006,0,0,,Click To Continue,Continue Button,2,object-111,Score,,,,,,,,,,,,,,,,,,,,,,,,,,9,18
26,1712309854763,05/04/2024 09:37:34,1712313454763,1,05/04/2024 11:37:34,139619,19,task-qaml,,36765534,BLIND,10840123,,complete,,660fc47a0dc9b4c32e4ba584,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x679,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1712310597461,05/04/2024 09:49:57,1712314197461,1,05/04/2024 11:49:57,139619,19,task-qaml,,36765878,BLIND,10840166,,complete,,660fc63a3fd3c937631f8237,computer,Desktop or Laptop,Windows 10,Firefox 123.0,1366x768,1366x635,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1712310603750,05/04/2024 09:50:03,1712314203750,1,05/04/2024 11:50:03,139619,19,task-qaml,,36765878,BLIND,10840166,,complete,,660fc63a3fd3c937631f8237,computer,Desktop or Laptop,Windows 10,Firefox 123.0,1366x768,1366x635,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,AttentionChecks,Attention Check 3,h2412x,1,continue,,6313.02,6310.42,6313.02,6313.02,6310.42,6313.02,0,6313.02,0,0,,Click To Continue,Continue Button,2,object-98,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1712310603751,05/04/2024 09:50:03,1712314203751,1,05/04/2024 11:50:03,139619,19,task-qaml,,36765878,BLIND,10840166,,complete,,660fc63a3fd3c937631f8237,computer,Desktop or Laptop,Windows 10,Firefox 123.0,1366x768,1366x635,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,AttentionChecks,Attention Check 3,h2412x,1,response,Hungarian Horntail,5461.24,6310.42,6317.02,5461.24,6310.42,6317.02,1,5461.24,855.7800000000007,0,,Dropdown,Dropdown,3,object-100,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1712310608100,05/04/2024 09:50:08,1712314208100,1,05/04/2024 11:50:08,139619,19,task-qaml,,36765878,BLIND,10840166,,complete,,660fc63a3fd3c937631f8237,computer,Desktop or Laptop,Windows 10,Firefox 123.0,1366x768,1366x635,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,AttentionChecks,Attention Check 4,q3vhpo,2,continue,,4354.6,4345.780000000001,4354.6,4354.6,4345.780000000001,4354.6,0,4354.6,0,0,,Click To Continue,Continue Button,2,object-104,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
