Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: _,Spreadsheet: ,Spreadsheet: Condition,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: Image,Spreadsheet: Item,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Correct,Spreadsheet: Wrong,Spreadsheet: Number,Spreadsheet: Blot,Spreadsheet: LeftOption,Spreadsheet: RightOption,Spreadsheet: ANSWER,Spreadsheet: Option B,Spreadsheet: Left Option,Spreadsheet: Option A,Spreadsheet: Right Option,Spreadsheet: Right,Spreadsheet: Incorrect,Manipulation: Spreadsheet,Store: correct,Store: total
11,1712310538011,05/04/2024 09:48:58,1712314138011,1,05/04/2024 11:48:58,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,5,Testing01,Testing,hvzr65,1,response,14_TOPMARK_HOAT.png,3328,3314,3328,3328,3314,3328,1,3328,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,23,HDM_23,14_TOPMARK,,ASK,.png,14_TOPMARK_ASK.png,14_TOPMARK_HOAT.png,HOAT,,,,,,HOAT,14_TOPMARK_HOAT.png,MELK,14_TOPMARK_MELK.png,MELK,14_TOPMARK_MELK.png,,5,5
12,1712310541031,05/04/2024 09:49:01,1712314141031,1,05/04/2024 11:49:01,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,6,Testing01,Testing,hvzr65,1,response,04_HUFFLEPUFF_MELK.png,3034,3032,3034,3034,3032,3034,1,3034,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,20,HDM_20,04_HUFFLEPUFF,,ASK,.png,04_HUFFLEPUFF_ASK.png,04_HUFFLEPUFF_MELK.png,MELK,,,,,,MELK,04_HUFFLEPUFF_MELK.png,DAIN,04_HUFFLEPUFF_DAIN.png,DAIN,04_HUFFLEPUFF_DAIN.png,,6,6
13,1712310544535,05/04/2024 09:49:04,1712314144535,1,05/04/2024 11:49:04,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,7,Testing01,Testing,hvzr65,1,response,05_QUIRRELL_HOAT.png,3507,3497,3507,3507,3497,3507,1,3507,0,0,,Click Response,LeftOption,4,object-85,Testing01,2,_,,HDM,26,HDM_26,05_QUIRRELL,,ASK,.png,05_QUIRRELL_ASK.png,05_QUIRRELL_HOAT.png,HOAT,,,,,,HOAT,05_QUIRRELL_HOAT.png,MELK,05_QUIRRELL_MELK.png,MELK,05_QUIRRELL_MELK.png,,7,7
14,1712310548442,05/04/2024 09:49:08,1712314148442,1,05/04/2024 11:49:08,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,8,Testing01,Testing,hvzr65,1,response,15_BATBOGEYHEX_DAIN.png,3917,3914,3917,3917,3914,3917,1,3917,0,0,,Click Response,LeftOption,4,object-85,Testing01,2,_,,HDM,29,HDM_29,15_BATBOGEYHEX,,ASK,.png,15_BATBOGEYHEX_ASK.png,15_BATBOGEYHEX_DAIN.png,DAIN,,,,,,DAIN,15_BATBOGEYHEX_DAIN.png,HOAT,15_BATBOGEYHEX_HOAT.png,HOAT,15_BATBOGEYHEX_HOAT.png,,8,8
15,1712310551149,05/04/2024 09:49:11,1712314151149,1,05/04/2024 11:49:11,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,9,Testing01,Testing,hvzr65,1,response,10_TROLL_MELK.png,2710,2698,2710,2710,2698,2710,1,2710,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,28,HDM_28,10_TROLL,,ASK,.png,10_TROLL_ASK.png,10_TROLL_MELK.png,MELK,,,,,,HOAT,10_TROLL_HOAT.png,MELK,10_TROLL_MELK.png,HOAT,10_TROLL_HOAT.png,,9,9
16,1712310552452,05/04/2024 09:49:12,1712314152452,1,05/04/2024 11:49:12,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,10,Testing01,Testing,hvzr65,1,response,02_SNITCH_HOAT.png,1316,1299,1316,1316,1299,1316,1,1316,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,25,HDM_25,02_SNITCH,,ASK,.png,02_SNITCH_ASK.png,02_SNITCH_HOAT.png,HOAT,,,,,,DAIN,02_SNITCH_DAIN.png,HOAT,02_SNITCH_HOAT.png,DAIN,02_SNITCH_DAIN.png,,10,10
17,1712310563395,05/04/2024 09:49:23,1712314163395,1,05/04/2024 11:49:23,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,11,Testing01,Testing,hvzr65,1,response,09_WEDDING_DAIN.png,10959,10943,10959,10959,10943,10959,1,10959,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,27,HDM_27,09_WEDDING,,ASK,.png,09_WEDDING_ASK.png,09_WEDDING_DAIN.png,DAIN,,,,,,MELK,09_WEDDING_MELK.png,DAIN,09_WEDDING_DAIN.png,MELK,09_WEDDING_MELK.png,,11,11
18,1712310566167,05/04/2024 09:49:26,1712314166167,1,05/04/2024 11:49:26,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,12,Testing01,Testing,hvzr65,1,response,16_PARSELTONGUE_MELK.png,2788.0000000000146,2782,2788.0000000000146,2788.0000000000146,2782,2788.0000000000146,1,2788.0000000000146,0,0,,Click Response,LeftOption,4,object-85,Testing01,2,_,,HDM,30,HDM_30,16_PARSELTONGUE,,ASK,.png,16_PARSELTONGUE_ASK.png,16_PARSELTONGUE_MELK.png,MELK,,,,,,MELK,16_PARSELTONGUE_MELK.png,DAIN,16_PARSELTONGUE_DAIN.png,DAIN,16_PARSELTONGUE_DAIN.png,,12,12
19,1712310568600,05/04/2024 09:49:28,1712314168600,1,05/04/2024 11:49:28,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,13,Testing01,Testing,hvzr65,1,response,11_WAND_HOAT.png,2438,2431,2438,2438,2431,2438,1,2438,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,34,HDM_34,11_WAND,,ASK,.png,11_WAND_ASK.png,11_WAND_HOAT.png,HOAT,,,,,,DAIN,11_WAND_DAIN.png,HOAT,11_WAND_HOAT.png,DAIN,11_WAND_DAIN.png,,13,13
20,1712310571093,05/04/2024 09:49:31,1712314171093,1,05/04/2024 11:49:31,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,14,Testing01,Testing,hvzr65,1,response,07_RIDDLE_MELK.png,2501,2498,2501,2501,2498,2501,1,2501,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,33,HDM_33,07_RIDDLE,,ASK,.png,07_RIDDLE_ASK.png,07_RIDDLE_MELK.png,MELK,,,,,,HOAT,07_RIDDLE_HOAT.png,MELK,07_RIDDLE_MELK.png,HOAT,07_RIDDLE_HOAT.png,,14,14
21,1712310573812,05/04/2024 09:49:33,1712314173812,1,05/04/2024 11:49:33,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,15,Testing01,Testing,hvzr65,1,response,17_PETRIFIED_HOAT.png,2722,2715,2722,2722,2715,2722,1,2722,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,36,HDM_36,17_PETRIFIED,,ASK,.png,17_PETRIFIED_ASK.png,17_PETRIFIED_HOAT.png,HOAT,,,,,,HOAT,17_PETRIFIED_HOAT.png,MELK,17_PETRIFIED_MELK.png,MELK,17_PETRIFIED_MELK.png,,15,15
22,1712310576825,05/04/2024 09:49:36,1712314176825,1,05/04/2024 11:49:36,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,16,Testing01,Testing,hvzr65,1,response,03_NAGINI_DAIN.png,3020,3016,3020,3020,3016,3020,1,3020,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,31,HDM_31,03_NAGINI,,ASK,.png,03_NAGINI_ASK.png,03_NAGINI_DAIN.png,DAIN,,,,,,MELK,03_NAGINI_MELK.png,DAIN,03_NAGINI_DAIN.png,MELK,03_NAGINI_MELK.png,,16,16
23,1712310579506,05/04/2024 09:49:39,1712314179506,1,05/04/2024 11:49:39,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,17,Testing01,Testing,hvzr65,1,response,06_OPENSECRET_DAIN.png,2685,2681,2685,2685,2681,2685,1,2685,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,32,HDM_32,06_OPENSECRET,,ASK,.png,06_OPENSECRET_ASK.png,06_OPENSECRET_DAIN.png,DAIN,,,,,,DAIN,06_OPENSECRET_DAIN.png,HOAT,06_OPENSECRET_HOAT.png,HOAT,06_OPENSECRET_HOAT.png,,17,17
24,1712310581529,05/04/2024 09:49:41,1712314181529,1,05/04/2024 11:49:41,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,18,Testing01,Testing,hvzr65,1,response,13_GRYFFINDOR_MELK.png,2028.0000000000146,2015,2028.0000000000146,2028.0000000000146,2015,2028.0000000000146,1,2028.0000000000146,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,35,HDM_35,13_GRYFFINDOR,,ASK,.png,13_GRYFFINDOR_ASK.png,13_GRYFFINDOR_MELK.png,MELK,,,,,,MELK,13_GRYFFINDOR_MELK.png,DAIN,13_GRYFFINDOR_DAIN.png,DAIN,13_GRYFFINDOR_DAIN.png,,18,18
25,1712310585410,05/04/2024 09:49:45,1712314185410,1,05/04/2024 11:49:45,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,1,Score,Screen 1,4n5b6s,1,continue,,3895,3880,3895,3895,3880,3895,1,3895,0,0,,Click To Continue,Continue Button,2,object-111,Score,,,,,,,,,,,,,,,,,,,,,,,,,,18,18
26,1712310585415,05/04/2024 09:49:45,1712314185415,1,05/04/2024 11:49:45,139619,19,task-88ng,,36765844,BLIND,10840193,,complete,,660fc71f77496fd4b9dc036e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3.1,1440x900,1440x820,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,Pass,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1712310956196,05/04/2024 09:55:56,1712314556196,1,05/04/2024 11:55:56,139619,19,task-88ng,,36766086,BLIND,10840217,,complete,,660fc7a8a0d95ba5214ba68f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x789,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,fail,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1712310962961,05/04/2024 09:56:02,1712314562961,1,05/04/2024 11:56:02,139619,19,task-88ng,,36766086,BLIND,10840217,,complete,,660fc7a8a0d95ba5214ba68f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x789,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,fail,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,1,AttentionChecks,Attention Check 3,h2412x,1,continue,,6788.999999999442,6783.1,6788.999999999442,6788.999999999442,6783.1,6788.999999999442,0,6788.999999999442,0,0,,Click To Continue,Continue Button,2,object-98,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1712310962962,05/04/2024 09:56:02,1712314562962,1,05/04/2024 11:56:02,139619,19,task-88ng,,36766086,BLIND,10840217,,complete,,660fc7a8a0d95ba5214ba68f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x789,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,fail,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,1,AttentionChecks,Attention Check 3,h2412x,1,response,Hungarian Horntail,5983.1,6783.1,6790.699999999628,5983.1,6783.1,6790.699999999628,1,5983.1,807.5999999996275,0,,Dropdown,Dropdown,3,object-100,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1712310971118,05/04/2024 09:56:11,1712314571118,1,05/04/2024 11:56:11,139619,19,task-88ng,,36766086,BLIND,10840217,,complete,,660fc7a8a0d95ba5214ba68f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x789,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,fail,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,1,AttentionChecks,Attention Check 4,q3vhpo,2,continue,,8163,8149.6,8163,8163,8149.6,8163,0,8163,0,0,,Click To Continue,Continue Button,2,object-104,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1712310971121,05/04/2024 09:56:11,1712314571121,1,05/04/2024 11:56:11,139619,19,task-88ng,,36766086,BLIND,10840217,,complete,,660fc7a8a0d95ba5214ba68f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x789,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,fail,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,1,AttentionChecks,Attention Check 4,q3vhpo,2,response,Serpent,7166.299999999999,8149.6,8166.200000000001,7166.299999999999,8149.6,8166.200000000001,1,7166.299999999999,999.9000000000015,0,,Dropdown,Attention Check 2,3,object-105,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1712310994139,05/04/2024 09:56:34,1712314594139,1,05/04/2024 11:56:34,139619,19,task-88ng,,36766086,BLIND,10840217,,complete,,660fc7a8a0d95ba5214ba68f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x789,,,0,Melk-Hoat-Dain B Testing,4,,,1e-3,fail,,,,Melk-Hoat-Dain Testing,Melk-Hoat-Dain Testing,1,AttentionChecks,Instructions,g2b1f4,3,continue,,23032.500000000007,23015.800000000003,23032.500000000007,23032.500000000007,23015.800000000003,23032.500000000007,1,23032.500000000007,0,0,,Click To Continue,Continue Button,2,object-79,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
